Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,temperature,humidity,ph,rainfall,N_percent,P_percent,K_percent,total_yield,Fertilizer_per_ha,Pesticide_per_ha,Soil_Type
Ginger,Kharif     ,Manipur,2374.0,27538,1533.6,397692.5,783.4,11.6,20.8,65.2,7.06,298.6,49.9,25.5,24.6,27538.4,167.52000842459984,0.3299915754001685,Loamy
Groundnut,Kharif     ,Manipur,3355.0,2856,1533.6,562029.6,1107.2,0.85,22.5,65.3,5.78,298.6,42.1,27.4,30.5,2851.75,167.51999999999998,0.3300149031296572,Sandy Loam
Maize,Kharif     ,Manipur,20000.0,35500,1533.6,3350400.0,6600.0,1.7,19.2,65.2,6.0,109.8,56.3,23.2,20.5,34000.0,167.52,0.33,Alluvial
Maize,Rabi       ,Manipur,4850.0,10500,1533.6,812472.0,1600.5,2.16,20.8,64.5,6.2,109.8,53.3,26.8,20.0,10476.0,167.52,0.33,Alluvial
Masoor,Rabi       ,Manipur,517.0,434,1533.6,86607.8,170.6,0.83,26.4,81.8,7.69,298.6,53.0,26.7,20.2,429.11,167.51992263056093,0.3299806576402321,Loamy
Moong(Green Gram),Kharif     ,Manipur,439.0,420,1533.6,73541.3,144.9,0.97,36.0,63.8,6.85,298.6,47.9,24.4,27.7,425.83,167.52004555808657,0.3300683371298405,Sandy Loam
Other  Rabi pulses,Rabi       ,Manipur,4999.0,4328,1533.6,837432.5,1649.7,0.88,16.9,43.7,6.4,298.6,44.3,31.1,24.6,4399.12,167.52000400080016,0.33000600120024,Loamy
Other Kharif pulses,Kharif     ,Manipur,1461.0,1623,1533.6,244746.7,482.1,1.12,21.5,56.2,6.57,298.6,45.1,31.7,23.2,1636.3200000000002,167.51998631074608,0.3299794661190965,Loamy
Peas & beans (Pulses),Rabi       ,Manipur,17524.0,16368,1533.6,2935620.5,5782.9,0.94,17.9,46.0,6.97,298.6,45.1,28.6,26.3,16472.559999999998,167.52000114129194,0.3299988587080575,Sandy Loam
Potato,Whole Year ,Manipur,14400.0,122000,1533.6,2412288.0,4752.0,8.48,33.1,48.9,6.85,298.6,48.0,25.0,27.1,122112.0,167.52,0.33,Alluvial
Rapeseed &Mustard,Rabi       ,Manipur,27500.0,21040,1533.6,4606800.0,9075.0,0.77,31.1,53.6,6.95,298.6,48.0,24.8,27.2,21175.0,167.52,0.33,Loamy
Rice,Kharif     ,Manipur,223670.0,591000,1533.6,37469198.4,73811.1,2.34,22.9,81.2,5.56,298.6,56.1,25.1,18.7,523387.8,167.51999999999998,0.33,Clayey
Soyabean,Kharif     ,Manipur,5045.0,4504,1533.6,845138.4,1664.8,0.89,29.4,53.2,6.26,298.6,54.5,26.4,19.2,4490.05,167.52,0.3299900891972249,Black
Turmeric,Whole Year ,Manipur,1556.0,17847,1533.6,260661.1,513.5,11.47,28.8,62.2,6.72,298.6,51.4,25.9,22.7,17847.32,167.51998714652956,0.330012853470437,Red Loamy
Urad,Kharif     ,Manipur,1506.0,1650,1533.6,252285.1,497.0,1.14,33.6,37.2,7.04,298.6,49.2,27.5,23.3,1716.84,167.5199867197875,0.3300132802124834,Loamy
Arhar/Tur,Kharif     ,Mizoram,116.0,114,2439.3,19432.3,38.3,0.93,19.7,72.4,6.07,298.6,50.3,24.2,25.6,107.88,167.5198275862069,0.3301724137931034,Sandy Loam
Cotton(lint),Kharif     ,Mizoram,158.0,109,2439.3,26468.2,52.1,0.63,27.0,64.3,6.81,99.9,54.1,18.2,27.7,99.54,167.52025316455698,0.329746835443038,Black
Cowpea(Lobia),Kharif     ,Mizoram,1387.0,1458,2439.3,232350.2,457.7,0.97,23.1,61.4,6.82,298.6,49.0,26.1,24.9,1345.39,167.51997116077868,0.3299927901946647,Loamy
Cowpea(Lobia),Rabi       ,Mizoram,227.0,283,2439.3,38027.0,74.9,1.13,23.7,59.9,7.4,298.6,49.1,26.4,24.5,256.51,167.51982378854626,0.3299559471365639,Loamy
Maize,Kharif     ,Mizoram,6696.0,8130,2439.3,1121713.9,2209.7,1.32,33.0,73.9,5.29,109.8,54.4,24.8,20.8,8838.720000000001,167.51999701314216,0.3300029868578255,Alluvial
Maize,Rabi       ,Mizoram,209.0,268,2439.3,35011.7,69.0,1.33,17.5,45.4,5.95,109.8,46.0,33.0,21.0,277.97,167.5200956937799,0.3301435406698564,Alluvial
Onion,Rabi       ,Mizoram,2.0,8,2439.3,335.0,0.7,4.0,34.7,64.5,6.92,298.6,50.6,24.7,24.8,8.0,167.5,0.35,Loamy
Other  Rabi pulses,Rabi       ,Mizoram,1476.0,2815,2439.3,247259.5,487.1,1.54,19.8,31.1,6.95,298.6,45.5,30.7,23.8,2273.04,167.5199864498645,0.3300135501355014,Loamy
Other Kharif pulses,Kharif     ,Mizoram,593.7,609,2439.3,99456.6,195.9,0.91,23.6,48.7,6.0,298.6,43.2,30.6,26.1,540.267,167.5199595755432,0.3299646286003032,Loamy
Potato,Kharif     ,Mizoram,319.0,2335,2439.3,53438.9,105.3,5.87,22.4,44.4,6.1,298.6,52.0,21.3,26.8,1872.53,167.52006269592476,0.3300940438871473,Alluvial
Potato,Rabi       ,Mizoram,90.0,534,2439.3,15076.8,29.7,5.86,33.1,50.4,7.77,298.6,48.5,24.7,26.8,527.4,167.51999999999998,0.33,Alluvial
Rapeseed &Mustard,Kharif     ,Mizoram,10.0,4,2439.3,1675.2,3.3,0.4,24.8,39.7,6.65,298.6,50.4,24.3,25.3,4.0,167.52,0.3299999999999999,Loamy
Rapeseed &Mustard,Rabi       ,Mizoram,365.0,340,2439.3,61144.8,120.4,1.57,27.2,49.4,6.82,298.6,45.5,28.0,26.6,573.0500000000001,167.52,0.3298630136986301,Loamy
Rice,Autumn     ,Mizoram,25826.0,26644,2439.3,4326371.5,8522.6,1.04,20.0,84.3,5.8,298.6,54.6,26.5,19.0,26859.04,167.51999922558662,0.3300007744133819,Clayey
Rice,Kharif     ,Mizoram,12700.0,25304,2439.3,2127504.0,4191.0,2.03,24.2,67.4,4.75,298.6,57.2,24.8,18.0,25781.0,167.52,0.33,Clayey
Rice,Rabi       ,Mizoram,450.0,947,2439.3,75384.0,148.5,2.38,21.7,72.0,5.26,298.6,50.3,31.4,18.3,1071.0,167.52,0.33,Clayey
Sesamum,Kharif     ,Mizoram,954.0,605,2439.3,159814.1,314.8,0.51,12.2,74.4,6.43,298.6,52.4,26.3,21.3,486.54,167.52002096436058,0.329979035639413,Loamy
Soyabean,Kharif     ,Mizoram,1143.7,1433,2439.3,191592.6,377.4,1.17,21.6,59.8,6.38,298.6,46.9,26.2,26.9,1338.129,167.51997901547608,0.3299816385415755,Black
Tapioca,Kharif     ,Mizoram,391.0,1294,2439.3,65500.3,129.0,4.18,29.2,42.6,5.67,298.6,49.6,25.3,25.1,1634.38,167.51994884910488,0.329923273657289,Loamy
Tobacco,Whole Year ,Mizoram,272.0,243,2439.3,45565.4,89.8,0.91,27.6,62.9,6.51,298.6,46.7,26.1,27.2,247.52,167.51985294117648,0.3301470588235294,Loamy
Arhar/Tur,Kharif     ,Nagaland,2520.0,2150,1544.4,422150.4,831.6,0.83,23.5,64.7,6.35,298.6,48.9,21.1,30.1,2091.6,167.52,0.33,Sandy Loam
Bajra,Kharif     ,Nagaland,650.0,560,1544.4,108888.0,214.5,0.87,29.0,64.8,7.1,298.6,47.0,27.3,25.7,565.5,167.52,0.33,Sandy
Barley,Rabi       ,Nagaland,460.0,730,1544.4,77059.2,151.8,1.58,22.8,32.3,5.64,298.6,52.1,28.4,19.6,726.8000000000001,167.51999999999998,0.33,Loamy
Castor seed,Kharif     ,Nagaland,280.0,190,1544.4,46905.6,92.4,0.63,15.0,75.6,6.45,298.6,52.9,23.6,23.5,176.4,167.51999999999998,0.33,Sandy Loam
Cotton(lint),Kharif     ,Nagaland,110.0,60,1544.4,18427.2,36.3,0.53,33.2,58.0,5.6,99.9,46.3,23.9,29.8,58.3,167.52,0.3299999999999999,Black
Ginger,Kharif     ,Nagaland,3150.0,28720,1544.4,527688.0,1039.5,9.12,18.0,52.2,6.43,298.6,49.5,23.2,27.3,28728.0,167.52,0.33,Loamy
Gram,Rabi       ,Nagaland,750.0,540,1544.4,125640.0,247.5,0.71,26.3,32.5,6.82,298.6,49.9,23.7,26.4,532.5,167.52,0.33,Sandy Loam
Horse-gram,Kharif     ,Nagaland,330.0,330,1544.4,55281.6,108.9,1.01,27.0,53.1,7.14,298.6,49.0,23.2,27.9,333.3,167.51999999999998,0.33,Loamy
Jowar,Kharif     ,Nagaland,120.0,110,1544.4,20102.4,39.6,0.93,23.3,62.2,5.78,298.6,48.0,27.2,24.8,111.6,167.52,0.33,Red
Jute,Kharif     ,Nagaland,3040.0,5480,1544.4,509260.8,1003.2,1.8,25.5,58.9,6.47,199.8,50.4,24.5,25.1,5472.0,167.52,0.33,Loamy
Linseed,Rabi       ,Nagaland,5740.0,4630,1544.4,961564.8,1894.2,0.81,23.5,65.5,6.76,298.6,52.2,26.2,21.6,4649.400000000001,167.52,0.33,Loamy
Maize,Kharif     ,Nagaland,63500.0,124460,1544.4,10637520.0,20955.0,1.95,23.3,74.3,6.33,109.8,56.8,24.4,18.8,123825.0,167.52,0.33,Alluvial
Maize,Rabi       ,Nagaland,5020.0,9840,1544.4,840950.4,1656.6,1.96,23.0,46.3,5.9,109.8,53.3,27.7,19.0,9839.2,167.52,0.3299999999999999,Alluvial
Masoor,Rabi       ,Nagaland,1990.0,1520,1544.4,333364.8,656.7,0.76,24.0,78.0,5.79,298.6,52.6,24.1,23.3,1512.4,167.51999999999998,0.33,Loamy
Mesta,Kharif     ,Nagaland,1580.0,3030,1544.4,264681.6,521.4,1.88,16.6,80.6,6.93,298.6,51.0,23.5,25.5,2970.4,167.51999999999998,0.3299999999999999,Loamy
Peas & beans (Pulses),Kharif     ,Nagaland,2190.0,2730,1544.4,366868.8,722.7,1.25,25.5,58.7,6.13,298.6,42.5,32.1,25.4,2737.5,167.51999999999998,0.33,Sandy Loam
Peas & beans (Pulses),Rabi       ,Nagaland,6940.0,6310,1544.4,1162588.8,2290.2,0.91,14.6,44.5,6.45,298.6,43.5,32.5,23.9,6315.400000000001,167.52,0.3299999999999999,Sandy Loam
Potato,Rabi       ,Nagaland,6510.0,58780,1544.4,1090555.2,2148.3,9.02,27.7,33.8,6.26,298.6,50.2,29.6,20.2,58720.2,167.51999999999998,0.33,Alluvial
Ragi,Kharif     ,Nagaland,310.0,290,1544.4,51931.2,102.3,0.96,24.1,38.9,6.38,298.6,50.2,26.3,23.5,297.6,167.51999999999998,0.33,Red
Rapeseed &Mustard,Rabi       ,Nagaland,27120.0,27250,1544.4,4543142.4,8949.6,1.01,23.7,91.2,6.37,298.6,52.4,25.3,22.3,27391.2,167.52,0.33,Loamy
Rice,Kharif     ,Nagaland,179050.0,376390,1544.4,29994456.0,59086.5,2.05,26.3,80.2,5.75,298.6,57.3,23.2,19.5,367052.5,167.52,0.33,Clayey
Rice,Rabi       ,Nagaland,2530.0,5990,1544.4,423825.6,834.9,2.34,23.5,66.2,5.27,298.6,54.5,28.4,17.0,5920.2,167.51999999999998,0.33,Clayey
Sesamum,Kharif     ,Nagaland,3500.0,2100,1544.4,586320.0,1155.0,0.6,19.7,92.4,7.1,298.6,51.6,22.1,26.4,2100.0,167.52,0.33,Loamy
Small millets,Kharif     ,Nagaland,8510.0,8040,1544.4,1425595.2,2808.3,0.89,34.8,48.6,5.45,298.6,45.9,24.1,30.0,7573.900000000001,167.51999999999998,0.33,Loamy
Soyabean,Kharif     ,Nagaland,24510.0,30680,1544.4,4105915.2,8088.3,1.24,20.2,50.9,6.22,298.6,49.9,26.0,24.0,30392.4,167.52,0.33,Black
Sunflower,Kharif     ,Nagaland,220.0,180,1544.4,36854.4,72.6,0.74,24.5,65.0,6.46,298.6,48.4,26.5,25.1,162.8,167.52,0.3299999999999999,Alluvial
Sunflower,Rabi       ,Nagaland,1910.0,1000,1544.4,319963.2,630.3,0.52,26.0,65.5,7.79,298.6,52.2,23.7,24.1,993.2,167.52,0.3299999999999999,Alluvial
Sweet potato,Kharif     ,Nagaland,1150.0,9710,1544.4,192648.0,379.5,8.44,27.6,70.1,5.75,298.6,52.4,26.1,21.5,9706.0,167.52,0.33,Loamy
Tapioca,Kharif     ,Nagaland,1710.0,40210,1544.4,286459.2,564.3,23.47,28.6,62.7,6.38,298.6,46.8,24.8,28.4,40133.7,167.52,0.3299999999999999,Loamy
Urad,Rabi       ,Nagaland,680.0,450,1544.4,113913.6,224.4,0.64,24.4,64.6,6.77,298.6,52.4,22.3,25.3,435.2,167.52,0.33,Loamy
Wheat,Rabi       ,Nagaland,3150.0,5390,1544.4,527688.0,1039.5,1.71,17.4,83.5,6.7,298.6,56.9,24.3,18.8,5386.5,167.52,0.33,Alluvial
Arhar/Tur,Kharif     ,Punjab,3100.0,2700,705.2,519312.0,1023.0,0.92,20.7,75.9,6.58,298.6,48.0,29.2,22.8,2852.0,167.52,0.33,Sandy Loam
Bajra,Kharif     ,Punjab,3000.0,3000,705.2,502560.0,990.0,1.0,22.4,66.0,5.15,298.6,51.4,25.7,22.9,3000.0,167.52,0.33,Sandy
Barley,Rabi       ,Punjab,12000.0,47000,705.2,2010240.0,3960.0,3.88,24.9,63.1,6.47,298.6,51.0,25.1,23.8,46560.0,167.52,0.33,Loamy
Cotton(lint),Kharif     ,Punjab,515000.0,1621000,705.2,86272800.0,169950.0,3.01,30.8,58.2,8.0,99.9,55.1,19.1,25.8,1550150.0,167.52,0.33,Black
Gram,Rabi       ,Punjab,1800.0,2200,705.2,301536.0,594.0,1.16,21.6,35.5,6.9,298.6,49.8,23.0,27.2,2088.0,167.52,0.33,Sandy Loam
Guar seed,Kharif     ,Punjab,10200.0,8500,705.2,1708704.0,3366.0,0.83,32.2,64.1,5.41,298.6,50.0,21.0,29.0,8466.0,167.52,0.33,Loamy
Maize,Kharif     ,Punjab,126000.0,502000,705.2,21107520.0,41580.0,4.36,26.1,77.6,6.52,109.8,50.7,28.1,21.2,549360.0,167.52,0.33,Alluvial
Masoor,Rabi       ,Punjab,1000.0,720,705.2,167520.0,330.0,0.72,25.4,65.2,7.35,298.6,53.6,24.0,22.4,720.0,167.52,0.33,Loamy
Moong(Green Gram),Kharif     ,Punjab,6600.0,5600,705.2,1105632.0,2178.0,0.89,23.7,51.8,6.62,298.6,48.0,23.6,28.4,5874.0,167.52,0.33,Sandy Loam
Peas & beans (Pulses),Rabi       ,Punjab,2800.0,3500,705.2,469056.0,924.0,1.16,25.0,47.2,6.36,298.6,43.7,30.5,25.7,3248.0,167.52,0.33,Sandy Loam
Rapeseed &Mustard,Rabi       ,Punjab,29000.0,37000,705.2,4858080.0,9570.0,1.28,22.5,66.1,6.22,298.6,49.2,22.4,28.3,37120.0,167.52,0.33,Loamy
Rice,Kharif     ,Punjab,2818000.0,10542000,705.2,472071360.0,929940.0,3.75,27.7,77.8,5.77,298.6,54.1,25.3,20.6,10567500.0,167.52,0.33,Clayey
Sesamum,Kharif     ,Punjab,4800.0,1600,705.2,804096.0,1584.0,0.39,22.9,42.0,6.03,298.6,51.1,21.9,26.9,1872.0,167.52,0.33,Loamy
Urad,Kharif     ,Punjab,2800.0,1100,705.2,469056.0,924.0,0.49,27.7,51.9,6.11,298.6,48.5,28.3,23.3,1372.0,167.52,0.33,Loamy
Wheat,Rabi       ,Punjab,3528000.0,17982000,705.2,591010560.0,1164240.0,5.07,16.8,58.5,6.47,298.6,59.4,19.0,21.7,17886960.0,167.52,0.33,Alluvial
Arhar/Tur,Kharif     ,Tripura,1621.0,1212,2295.6,271549.9,534.9,0.75,28.1,57.1,6.16,298.6,49.5,27.5,23.0,1215.75,167.51998766193708,0.3299814929056138,Sandy Loam
Cotton(lint),Kharif     ,Tripura,949.0,1348,2295.6,158976.5,313.2,1.43,23.9,58.4,6.47,99.9,48.6,22.1,29.3,1357.07,167.5200210748156,0.330031612223393,Black
Gram,Rabi       ,Tripura,147.0,115,2295.6,24625.4,48.5,0.8,21.7,62.0,6.11,298.6,52.8,25.2,22.0,117.6,167.51972789115646,0.3299319727891156,Sandy Loam
Jute,Kharif     ,Tripura,639.0,5483,2295.6,107045.3,210.9,8.57,19.6,55.6,6.01,199.8,50.3,24.5,25.2,5476.2300000000005,167.52003129890454,0.3300469483568075,Loamy
Maize,Kharif     ,Tripura,3743.0,5058,2295.6,627027.4,1235.2,1.34,20.3,60.8,6.48,109.8,57.3,20.6,22.1,5015.62,167.52001068661502,0.3300026716537537,Alluvial
Masoor,Rabi       ,Tripura,425.0,335,2295.6,71196.0,140.2,0.78,36.2,57.6,6.81,298.6,50.7,22.7,26.6,331.5,167.52,0.3298823529411764,Loamy
Mesta,Kharif     ,Tripura,628.0,5212,2295.6,105202.6,207.2,8.28,24.0,71.5,7.41,298.6,51.4,23.0,25.6,5199.839999999999,167.52006369426752,0.329936305732484,Loamy
Moong(Green Gram),Kharif     ,Tripura,462.0,247,2295.6,77394.2,152.5,0.54,22.7,46.3,6.37,298.6,49.5,22.8,27.7,249.48,167.51991341991342,0.3300865800865801,Sandy Loam
Moong(Green Gram),Rabi       ,Tripura,251.0,147,2295.6,42047.5,82.8,0.58,25.4,47.2,6.34,298.6,46.4,28.0,25.6,145.57999999999998,167.5199203187251,0.3298804780876493,Sandy Loam
Other  Rabi pulses,Rabi       ,Tripura,1190.0,966,2295.6,199348.8,392.7,0.8,19.8,62.4,6.19,298.6,47.6,30.0,22.3,952.0,167.51999999999998,0.33,Loamy
Other Kharif pulses,Kharif     ,Tripura,1950.0,1244,2295.6,326664.0,643.5,0.63,20.8,65.6,6.79,298.6,47.0,26.6,26.4,1228.5,167.52,0.33,Loamy
Peas & beans (Pulses),Rabi       ,Tripura,890.0,690,2295.6,149092.8,293.7,0.78,21.5,63.3,6.6,298.6,41.8,32.1,26.1,694.2,167.51999999999998,0.3299999999999999,Sandy Loam
Rapeseed &Mustard,Rabi       ,Tripura,2131.0,1683,2295.6,356985.1,703.2,0.78,28.7,49.3,6.81,298.6,54.4,21.7,23.9,1662.18,167.5199906147349,0.3299859221022994,Loamy
Rice,Kharif     ,Tripura,265999.0,718304,2295.6,44560152.5,87779.7,2.63,20.4,68.5,5.46,298.6,49.5,27.7,22.8,699577.37,167.52000007518825,0.3300001127823789,Clayey
Sesamum,Kharif     ,Tripura,1942.0,1095,2295.6,325323.8,640.9,0.56,24.3,52.1,6.47,298.6,53.9,26.6,19.4,1087.5200000000002,167.51997940267765,0.330020597322348,Loamy
Urad,Kharif     ,Tripura,1151.0,711,2295.6,192815.5,379.8,0.62,25.0,62.6,7.52,298.6,48.4,23.3,28.3,713.62,167.5199826238054,0.3299739357080799,Loamy
Urad,Rabi       ,Tripura,495.0,337,2295.6,82922.4,163.4,0.63,28.3,60.5,6.32,298.6,56.0,23.2,20.9,311.85,167.51999999999998,0.3301010101010101,Loamy
Arhar/Tur,Kharif     ,Uttar Pradesh,319506.0,333810,777.4,53523645.1,105437.0,0.98,23.3,77.7,5.85,298.6,49.1,27.5,23.4,313115.88,167.51999993740338,0.3300000625966335,Sandy Loam
Bajra,Kharif     ,Uttar Pradesh,887967.0,1632879,777.4,148752231.8,293029.1,1.6,28.9,52.8,6.48,298.6,54.0,22.6,23.4,1420747.2000000002,167.5199999549533,0.3299999887383202,Sandy
Banana,Summer     ,Uttar Pradesh,2175.0,95023,777.4,364356.0,717.8,43.67,29.6,50.5,6.58,119.8,50.9,24.3,24.8,94982.25,167.52,0.3300229885057471,Loamy
Barley,Rabi       ,Uttar Pradesh,157716.0,403700,777.4,26420584.3,52046.3,2.65,32.7,87.6,6.58,298.6,49.3,27.8,22.9,417947.4,167.5199998731898,0.3300001268102158,Loamy
Coriander,Rabi       ,Uttar Pradesh,6511.0,3603,777.4,1090722.7,2148.6,0.57,31.6,53.4,6.25,298.6,47.9,22.9,29.1,3711.27,167.51999692827522,0.3299953924128398,Loamy
Cotton(lint),Kharif     ,Uttar Pradesh,3842.0,911,777.4,643611.8,1267.9,0.24,29.4,54.4,7.53,99.9,51.9,20.6,27.5,922.08,167.51998958875586,0.3300104112441437,Black
Dry chillies,Kharif     ,Uttar Pradesh,13284.0,11026,777.4,2225335.7,4383.7,0.84,21.0,48.8,6.09,298.6,48.7,24.2,27.1,11158.56,167.52000150557063,0.3299984944293887,Loamy
Garlic,Rabi       ,Uttar Pradesh,34427.0,177919,777.4,5767211.0,11360.9,5.16,24.9,81.5,6.88,298.6,48.0,26.4,25.5,177643.32,167.51999883812124,0.3299997095303105,Loamy
Ginger,Kharif     ,Uttar Pradesh,847.0,2405,777.4,141889.4,279.5,2.91,32.0,69.9,6.54,298.6,50.8,24.5,24.7,2464.77,167.51995277449822,0.3299881936245573,Loamy
Gram,Rabi       ,Uttar Pradesh,576684.0,683466,777.4,96606103.7,190305.7,1.25,32.5,70.3,6.63,298.6,56.4,21.5,22.1,720855.0,167.52000003468103,0.3299999653189615,Sandy Loam
Groundnut,Kharif     ,Uttar Pradesh,92243.0,92347,777.4,15452547.4,30440.2,1.04,27.6,54.4,6.01,298.6,44.8,28.8,26.3,95932.72,167.52000043363725,0.3300001084093102,Sandy Loam
Guar seed,Kharif     ,Uttar Pradesh,2352.0,1924,777.4,394007.0,776.2,0.81,18.5,48.2,5.82,298.6,47.0,27.8,25.2,1905.12,167.5199829931973,0.3300170068027211,Loamy
Jowar,Kharif     ,Uttar Pradesh,192340.0,212514,777.4,32220796.8,63472.2,0.98,28.4,62.6,5.76,298.6,52.5,22.2,25.3,188493.2,167.52,0.3299999999999999,Red
Linseed,Rabi       ,Uttar Pradesh,31003.0,14073,777.4,5193622.6,10231.0,0.46,13.8,58.9,6.4,298.6,51.5,21.8,26.8,14261.38,167.5200012901977,0.3300003225494307,Loamy
Maize,Kharif     ,Uttar Pradesh,745217.0,1232077,777.4,124838751.8,245921.6,1.54,30.9,86.0,6.82,109.8,51.4,26.3,22.3,1147634.18,167.51999994632436,0.3299999865810898,Alluvial
Maize,Rabi       ,Uttar Pradesh,8864.0,21143,777.4,1484897.3,2925.1,2.37,19.2,62.5,5.36,109.8,51.4,29.1,19.5,21007.68,167.5200022563177,0.3299977436823104,Alluvial
Maize,Summer     ,Uttar Pradesh,33320.0,55078,777.4,5581766.4,10995.6,1.67,22.9,37.0,5.05,109.8,54.6,23.1,22.3,55644.4,167.52,0.33,Alluvial
Masoor,Rabi       ,Uttar Pradesh,573244.0,505176,777.4,96029834.9,189170.5,1.01,24.2,41.0,5.66,298.6,50.5,23.4,26.1,578976.4400000001,167.52000003488916,0.3299999651108428,Loamy
Moong(Green Gram),Kharif     ,Uttar Pradesh,38194.0,16182,777.4,6398258.9,12604.0,0.43,26.3,64.1,6.64,298.6,51.2,27.2,21.6,16423.42,167.52000052364247,0.329999476357543,Sandy Loam
Moong(Green Gram),Summer     ,Uttar Pradesh,35262.0,29663,777.4,5907090.2,11636.5,0.77,15.7,51.9,6.55,298.6,50.3,27.9,21.8,27151.74,167.5199988656344,0.330001134365606,Sandy Loam
Onion,Rabi       ,Uttar Pradesh,11464.0,262239,777.4,1920449.3,3783.1,22.88,32.9,69.4,6.27,298.6,47.4,24.4,28.2,262296.32,167.52000174459178,0.3299982554082344,Loamy
Onion,Summer     ,Uttar Pradesh,13138.0,142324,777.4,2200877.8,4335.5,10.79,23.0,53.0,6.5,298.6,45.6,27.9,26.5,141759.02,167.5200030446034,0.3299969553965596,Loamy
Peas & beans (Pulses),Rabi       ,Uttar Pradesh,323497.0,463374,777.4,54192217.4,106754.0,1.37,22.7,68.9,6.18,298.6,43.1,28.4,28.5,443190.89,167.51999987635125,0.3299999690878122,Sandy Loam
Potato,Rabi       ,Uttar Pradesh,557779.0,12316103,777.4,93439138.1,184067.1,21.51,22.9,38.5,6.22,298.6,50.6,25.6,23.8,11997826.29,167.5200000358565,0.3300000537847427,Alluvial
Rapeseed &Mustard,Rabi       ,Uttar Pradesh,639211.0,725893,777.4,107080626.7,210939.6,1.02,23.1,64.1,6.84,298.6,50.9,24.1,25.0,651995.22,167.51999996871143,0.3299999530671406,Loamy
Rice,Kharif     ,Uttar Pradesh,5922643.0,13962896,777.4,992161155.4,1954472.2,2.29,23.4,83.3,5.45,298.6,51.3,31.2,17.5,13562852.47,167.52000000675375,0.3300000016884353,Clayey
Rice,Summer     ,Uttar Pradesh,23642.0,59496,777.4,3960507.8,7801.9,2.34,20.4,60.0,5.26,298.6,56.4,22.7,20.9,55322.28,167.51999830809575,0.3300016919042382,Clayey
Sannhamp,Kharif     ,Uttar Pradesh,2164.0,593,777.4,362513.3,714.1,0.26,22.1,50.3,5.46,298.6,53.1,21.2,25.7,562.64,167.52000924214417,0.3299907578558225,Loamy
Sesamum,Kharif     ,Uttar Pradesh,344914.0,74778,777.4,57779993.3,113821.6,0.21,26.7,32.9,6.92,298.6,44.5,30.8,24.7,72431.94,167.52000005798547,0.3299999420145312,Loamy
Soyabean,Kharif     ,Uttar Pradesh,17670.0,22123,777.4,2960078.4,5831.1,1.25,25.4,58.0,6.0,298.6,46.5,27.1,26.4,22087.5,167.51999999999998,0.33,Black
Sugarcane,Kharif     ,Uttar Pradesh,2162404.0,128818743,777.4,362245918.1,713593.3,55.14,26.9,78.2,6.47,298.6,57.1,22.0,20.9,119234956.56,167.52000000924895,0.3299999907510345,Loamy
Sunflower,Summer     ,Uttar Pradesh,3562.0,6080,777.4,596706.2,1175.5,1.71,27.1,47.9,6.77,298.6,46.0,25.7,28.3,6091.02,167.5199887703537,0.3300112296462661,Alluvial
Sweet potato,Kharif     ,Uttar Pradesh,17395.0,226031,777.4,2914010.4,5740.4,12.99,24.5,46.6,6.92,298.6,47.7,28.3,24.0,225961.05,167.51999999999998,0.3300028743891923,Loamy
Tobacco,Rabi       ,Uttar Pradesh,23640.0,123452,777.4,3960172.8,7801.2,5.06,24.6,61.2,6.68,298.6,46.4,23.8,29.8,119618.4,167.51999999999998,0.33,Loamy
Tobacco,Summer     ,Uttar Pradesh,405.0,1251,777.4,67845.6,133.6,3.06,21.7,59.7,6.36,298.6,50.8,26.0,23.2,1239.3,167.52,0.3298765432098765,Loamy
Turmeric,Rabi       ,Uttar Pradesh,1828.0,5149,777.4,306226.6,603.2,2.85,17.6,62.5,7.47,298.6,48.5,25.3,26.1,5209.8,167.52002188183806,0.3299781181619256,Red Loamy
Urad,Kharif     ,Uttar Pradesh,507317.0,339225,777.4,84985743.8,167414.6,0.66,26.0,60.3,5.98,298.6,51.8,25.5,22.7,334829.22000000003,167.51999992115384,0.3299999802884587,Loamy
Urad,Summer     ,Uttar Pradesh,48109.0,31944,777.4,8059219.7,15876.0,0.73,23.4,46.5,6.82,298.6,52.3,20.7,27.0,35119.57,167.52000041572262,0.3300006235839448,Loamy
Arhar/Tur,Kharif     ,Uttarakhand,2574.0,1740,1564.7,431196.5,849.4,0.64,30.6,55.8,7.95,298.6,50.3,24.8,24.8,1647.36,167.52000777000777,0.32999222999223,Sandy Loam
Barley,Rabi       ,Uttarakhand,20712.0,26160,1564.7,3469674.2,6835.0,1.41,24.1,77.0,5.83,298.6,49.7,24.3,26.0,29203.92,167.5199980687524,0.3300019312475859,Loamy
Garlic,Whole Year ,Uttarakhand,3039.0,24472,1564.7,509093.3,1002.9,6.49,25.8,55.3,5.73,298.6,46.6,27.4,26.0,19723.11,167.5200065811122,0.3300098716683119,Loamy
Gram,Rabi       ,Uttarakhand,720.0,574,1564.7,120614.4,237.6,0.69,22.7,60.9,6.8,298.6,48.7,27.4,23.9,496.8,167.51999999999998,0.33,Sandy Loam
Horse-gram,Kharif     ,Uttarakhand,10016.0,8120,1564.7,1677880.3,3305.3,0.85,18.9,66.2,5.89,298.6,53.4,26.5,20.0,8513.6,167.5199980031949,0.3300019968051118,Loamy
